industryid
M
C
C
C
C
C
K
C
C
C
Q
I
F
C
C
M
I
A
M
B
C
C
C
C
C
M
C
C
C
C
C
C
C
C
C
C
C
I
C
C
I
C
C
L
C
C
C
C
C
C
C
C
C
C
I
C
C
I
C
I
C
C
C
I
C
E
C
C
G
C
I
C
P
I
C
C
I
I
I
Q
C
I
C
C
C
C
C
C
C
C
M
C
I
C
M
C
C
K
C
I
C
C
C
I
C
I
C
C
C
C
C
C
L
C
C
I
I
C
I
Q
I
C
C
I
C
I
C
I
I
C
I
C
C
C
C
C
C
I
I
I
K
C
I
C
C
C
C
C
C
C
C
I
C
C
C
C
C
I
C
D
I
C
D
Q
C
C
I
C
C
C
I
C
C
C
P
I
I
I
C
I
C
C
M
C
C
C
I
C
C
C
Q
I
I
C
C
I
C
C
C
C
C
C
C
I
I
I
I
C
C
I
L
C
I
C
M
C
C
C
I
C
C
C
C
C
C
I
C
C
C
C
L
C
C
C
C
C
C
C
C
Q
C
C
C
C
I
I
C
C
M
C
C
C
Q
C
C
C
C
I
C
C
C
C
C
C
C
C
I
C
C
C
C
C
C
C
I
C
C
I
C
C
I
C
C
C
C
C
C
C
C
C
C
I
C
I
I
I
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
L
I
I
M
I
C
A
C
L
C
C
C
C
C
E
C
I
C
C
A
C
I
C
C
C
E
I
C
I
C
C
I
I
C
C
Q
C
C
C
I
I
C
C
E
C
F
C
C
I
I
C
C
C
C
C
C
I
C
I
C
C
C
I
C
C
I
I
I
C
C
C
C
C
C
C
C
I
C
C
C
C
C
I
I
C
C
C
C
C
C
C
C
I
C
C
C
Q
C
C
C
I
I
C
C
C
C
I
C
I
C
C
I
I
C
C
K
I
C
C
C
C
C
C
E
F
C
I
C
C
C
C
C
C
C
C
C
I
L
C
C
C
C
Q
C
C
C
C
I
C
C
L
C
C
C
C
Q
C
C
C
C
I
C
C
K
I
M
C
C
C
L
C
C
I
C
C
I
L
L
C
I
C
C
C
I
C
C
C
C
I
K
C
C
C
M
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
L
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
I
C
L
C
C
N
C
I
C
C
C
C
C
C
L
C
C
C
C
C
C
C
C
C
G
G
C
C
J
D
G
C
D
G
G
G
C
G
D
C
D
D
G
D
B
G
C
G
G
I
C
E
J
I
F
J
M
C
C
K
F
C
C
C
C
J
C
C
J
E
C
C
C
E
C
C
C
C
J
C
C
C
C
R
E
C
C
C
G
Q
C
F
C
C
K
J
C
C
A
D
C
C
D
C
C
C
C
G
C
A
C
C
C
K
C
G
D
C
C
G
F
B
F
B
G
C
C
F
C
C
D
C
E
C
Q
C
K
C
C
C
C
C
C
R
C
C
C
F
C
B
J
J
C
C
J
D
C
C
D
D
C
E
C
C
J
R
C
J
C
G
F
C
C
C
C
J
C
D
B
C
G
C
C
E
C
C
C
C
C
R
C
C
F
C
C
D
J
E
C
C
R
C
J
C
C
C
C
C
G
C
J
J
C
C
C
Q
C
C
C
G
C
C
D
C
C
J
J
F
I
C
J
F
E
C
F
C
C
C
C
B
A
H
B
C
C
C
E
A
J
C
C
G
G
C
F
C
C
C
C
F
G
F
C
C
D
E
C
C
F
C
I
C
M
F
C
C
F
C
C
C
C
C
C
C
F
C
C
C
D
B
C
A
C
C
G
C
C
C
J
D
J
E
F
C
C
C
C
C
D
F
C
F
B
B
J
C
C
C
B
G
C
C
C
A
C
C
C
I
A
C
F
C
C
C
C
C
G
C
A
C
Q
C
J
G
C
C
C
C
F
J
C
F
F
C
C
C
C
J
B
D
B
C
C
C
C
B
C
I
C
C
I
K
C
C
C
C
C
C
C
C
C
G
C
C
C
C
C
C
C
C
I
C
C
D
R
C
C
C
C
D
K
E
J
A
C
C
C
B
C
I
E
C
C
C
C
C
D
C
C
C
C
B
C
E
C
C
E
B
C
C
C
C
E
J
D
A
C
B
D
J
F
E
C
J
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
B
J
C
I
C
F
C
A
C
C
F
B
G
C
C
Q
C
C
J
I
C
C
C
C
G
C
C
J
C
C
C
C
I
I
C
C
G
Q
C
D
C
C
C
C
B
C
C
C
C
I
C
C
G
C
M
C
C
C
C
A
C
C
I
R
J
F
J
R
C
C
E
G
C
C
C
C
C
D
C
C
R
J
C
R
C
F
C
F
L
C
F
F
I
I
D
C
I
J
J
I
J
D
D
L
I
F
F
J
G
C
I
F
I
F
F
J
J
R
C
O
G
J
C
J
C
C
C
C
R
C
A
C
D
J
G
F
C
C
C
D
F
J
J
C
C
C
C
C
C
C
G
F
F
J
F
C
C
R
I
C
C
F
M
C
J
A
F
B
F
F
B
Q
J
G
I
D
C
L
C
F
J
C
D
C
I
F
J
C
J
C
C
C
J
C
F
F
C
C
C
J
D
C
C
F
J
M
C
F
C
F
H
F
I
Q
B
B
C
C
A
P
C
C
B
I
C
E
R
C
C
J
F
C
C
R
F
C
D
C
C
R
R
F
C
G
C
C
K
J
C
C
G
D
C
I
G
I
C
C
C
C
I
R
C
J
C
C
C
F
C
C
F
C
J
C
C
E
F
F
J
F
Q
F
F
F
F
K
I
M
F
G
C
C
F
C
J
C
C
C
C
I
E
C
J
F
I
C
E
E
C
C
D
F
F
F
C
F
C
D
F
C
C
D
C
C
B
C
C
D
C
C
C
R
C
Q
C
C
C
C
C
D
C
C
C
J
C
I
C
C
R
P
G
C
I
D
D
D
C
C
I
E
I
C
C
C
C
A
C
C
D
E
B
C
A
F
Q
C
D
C
F
D
C
C
B
I
C
B
C
C
C
F
D
I
C
F
G
B
C
C
C
G
H
G
F
C
C
C
D
G
Q
B
G
C
C
C
E
B
F
B
Q
C
B
C
G
G
C
F
E
A
C
C
C
C
D
J
D
C
B
C
C
E
G
D
M
C
C
C
C
C
B
L
G
C
C
C
F
C
C
C
C
G
M
G
C
I
F
D
C
C
E
C
C
G
I
C
C
C
C
J
Q
C
C
C
F
C
E
C
E
D
C
C
B
E
E
C
C
C
B
C
C
C
C
C
C
E
C
C
E
Q
B
Q
K
B
Q
G
C
G
C
G
C
E
K
C
B
B
Q
C
B
G
Q
I
F
Q
C
B
C
C
C
B
D
C
D
C
C
Q
I
C
C
F
C
C
E
C
C
C
C
C
C
C
C
L
L
C
C
C
C
C
C
C
C
C
C
E
F
G
C
C
C
C
C
I
C
C
C
C
C
C
C
G
C
C
L
C
G
C
G
C
C
C
C
D
C
C
C
C
C
C
C
Q
E
M
C
F
Q
C
C
F
C
C
C
C
K
C
F
L
L
G
C
C
C
M
I
C
C
C
C
C
C
C
C
C
G
C
C
M
C
C
C
C
L
C
C
C
I
C
C
C
C
M
M
C
C
F
C
I
C
G
C
C
C
C
C
I
F
C
C
I
L
C
C
C
C
C
C
C
C
C
C
C
C
C
K
C
C
C
C
C
C
C
C
C
E
C
C
C
C
I
C
C
G
C
C
C
C
C
C
C
C
C
C
C
C
L
C
E
C
C
C
C
C
F
C
O
C
C
I
C
C
C
E
C
D
C
C
C
C
I
C
I
C
L
Q
C
C
C
C
C
C
C
B
J
C
C
C
C
C
C
C
C
C
C
I
G
C
C
C
C
C
C
I
C
C
M
K
C
C
C
C
C
C
C
C
M
C
C
C
C
K
C
C
C
I
M
C
C
C
C
C
C
C
C
C
C
C
B
C
C
C
C
I
L
C
C
K
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
D
C
D
C
L
C
C
C
D
C
F
C
C
C
G
F
E
C
Q
C
C
C
B
C
K
C
C
C
C
C
C
C
C
C
C
L
F
E
C
C
C
C
C
M
C
C
C
C
C
C
C
C
C
C
G
C
D
C
C
C
C
I
C
E
C
C
C
C
E
C
C
C
C
L
L
C
C
C
M
G
C
C
C
C
C
I
P
F
G
C
E
I
C
C
C
C
C
C
C
F
C
M
C
C
L
C
C
C
I
C
C
C
C
C
E
C
C
C
C
F
E
C
L
C
C
C
C
C
F
C
C
C
B
C
C
C
C
C
C
I
C
B
C
C
C
Q
