industryid
J
R
C
M
J
J
C
R
E
J
C
F
J
R
C
C
E
C
C
C
G
C
J
F
F
D
F
J
C
J
F
H
F
M
J
D
K
C
D
J
J
C
J
J
C
C
C
C
J
K
C
C
K
F
C
E
C
C
J
C
F
G
G
E
F
G
C
P
F
C
C
Q
C
C
F
C
C
C
C
C
J
C
C
C
B
D
C
R
C
F
R
C
K
F
C
F
C
D
C
C
C
B
H
G
M
C
E
F
J
I
L
C
B
G
J
C
C
C
C
J
C
P
J
C
C
G
C
C
C
H
C
O
C
C
C
C
D
R
C
J
C
C
J
C
D
J
C
C
D
D
C
M
C
G
C
C
R
B
C
F
I
G
G
J
C
J
C
F
C
C
C
C
C
R
C
J
C
C
C
G
I
C
C
C
C
A
C
C
D
A
D
F
C
C
C
D
C
D
D
D
B
D
I
Q
J
R
M
C
C
H
J
J
C
C
J
I
C
C
C
F
E
C
C
J
F
C
C
C
C
I
C
C
C
F
F
B
J
C
R
C
R
C
I
C
Q
C
J
J
D
C
J
C
Q
C
I
C
C
F
C
Q
C
C
D
C
B
C
D
J
D
B
D
C
C
C
C
F
C
C
F
C
C
C
L
E
A
F
C
C
J
Q
D
H
D
C
C
C
C
C
E
C
J
C
A
J
C
C
C
C
C
C
F
C
C
C
B
F
C
C
B
C
F
C
D
C
A
C
C
C
B
C
F
C
I
C
C
C
D
C
Q
C
K
J
A
C
C
C
Q
C
I
C
C
M
C
C
C
C
C
C
B
C
C
C
C
C
C
C
M
C
G
F
C
C
C
C
I
C
C
J
I
C
C
F
C
C
C
C
C
K
D
J
C
C
C
D
C
C
C
C
C
K
D
G
J
C
M
I
C
Q
C
C
J
C
D
G
C
C
C
G
F
C
R
C
C
C
C
C
G
I
J
C
C
C
C
B
C
J
C
E
C
C
C
C
C
C
C
B
C
D
I
C
F
C
C
C
C
B
C
D
C
C
J
C
F
J
D
C
B
C
C
I
C
C
B
C
C
M
J
C
C
C
B
C
C
C
C
D
C
F
I
A
C
C
D
G
J
C
C
C
C
C
C
C
C
C
K
C
C
C
C
C
J
C
F
C
C
C
C
C
F
C
C
K
C
C
C
C
C
M
M
C
C
C
C
D
G
A
C
C
P
C
C
E
C
C
C
E
C
C
C
C
C
C
C
M
E
E
E
I
C
I
C
C
C
A
C
Q
I
C
C
C
C
J
C
C
C
E
C
C
C
C
A
C
C
C
C
F
C
I
C
I
C
C
C
C
C
C
C
K
C
C
C
C
C
C
C
C
C
I
C
C
L
C
C
C
G
C
C
I
C
C
C
K
B
C
C
I
C
J
C
E
C
I
C
C
E
C
K
C
C
J
J
I
C
C
C
C
I
C
B
C
C
C
M
C
C
C
E
K
C
C
C
C
C
C
C
C
P
I
I
C
C
L
C
C
K
C
K
C
C
H
F
K
C
C
C
C
C
C
I
C
C
C
C
A
C
C
C
C
C
C
B
J
C
K
C
C
C
C
C
C
C
C
C
C
F
C
C
C
C
C
C
C
C
I
C
I
C
A
I
C
C
I
C
C
C
C
C
J
G
C
I
C
C
C
F
C
I
C
C
C
C
D
C
I
C
C
F
C
C
D
I
C
C
C
C
C
C
C
C
F
C
I
I
C
C
C
C
J
C
C
C
C
C
C
C
C
C
C
C
C
I
A
C
C
C
C
C
J
H
E
C
C
E
C
C
C
J
I
I
C
C
C
G
A
C
E
C
E
C
C
C
C
C
I
C
C
C
C
F
C
C
C
C
C
C
Q
K
C
C
C
C
C
C
C
G
C
I
C
F
G
C
I
C
C
C
C
C
C
C
C
I
C
C
C
C
I
E
E
C
J
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
L
C
K
I
C
C
C
I
C
C
C
C
I
C
C
C
C
C
F
C
C
F
C
I
C
C
C
I
C
C
C
C
C
E
C
C
C
C
C
C
C
I
C
F
C
C
C
Q
C
I
C
C
C
C
C
C
C
C
C
C
A
C
C
C
F
C
I
C
C
I
G
L
C
C
C
C
I
C
C
A
C
D
C
C
E
C
C
C
C
C
C
C
C
C
G
C
C
C
C
C
C
D
C
Q
C
E
F
C
C
C
C
C
C
C
C
C
C
C
I
C
C
C
C
C
C
D
C
C
C
C
I
C
C
C
C
C
C
C
C
C
C
C
E
C
I
C
C
C
C
M
C
C
C
C
B
I
F
C
I
C
C
F
C
C
L
C
C
C
C
C
C
C
C
M
C
C
C
C
C
C
C
C
C
C
C
C
E
C
C
F
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
F
D
I
C
C
C
C
C
C
C
C
C
I
E
C
C
C
I
C
C
G
E
B
C
C
C
C
C
C
C
C
C
C
F
C
I
C
C
C
C
C
I
C
C
C
C
C
C
C
I
C
E
C
C
C
E
C
C
C
C
C
C
C
C
C
C
C
C
C
A
C
C
G
B
C
C
C
C
C
C
C
C
C
C
C
C
A
F
C
Q
D
C
C
C
C
C
K
C
C
G
K
E
A
C
C
M
C
C
C
C
C
C
C
C
F
C
C
C
C
C
C
C
C
C
L
Q
C
C
C
C
C
A
C
C
C
C
C
C
C
E
C
C
F
C
C
C
C
C
C
C
C
C
K
C
I
A
C
C
E
L
I
C
C
F
E
C
C
C
C
C
F
E
C
C
C
C
C
C
C
C
G
C
C
C
C
C
C
C
C
E
C
C
C
C
C
K
F
C
C
E
C
C
C
C
C
B
C
E
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
E
C
Q
C
C
C
C
C
C
C
C
F
C
C
C
C
F
C
C
C
C
K
C
C
C
C
L
C
C
C
M
C
K
C
C
C
D
C
C
C
C
C
C
C
C
C
Q
C
C
I
C
C
D
I
C
C
C
C
C
C
C
C
C
C
C
C
G
I
G
C
C
C
C
C
C
C
E
C
C
I
C
C
C
C
C
L
C
I
C
L
G
C
P
C
I
C
C
I
C
F
K
C
I
C
Q
C
C
C
I
C
I
C
C
I
C
I
C
C
C
C
I
I
C
C
I
C
C
I
I
I
C
C
E
C
C
K
I
C
C
K
C
C
C
C
C
C
M
K
C
C
I
I
C
C
C
C
C
L
C
C
B
I
C
A
C
C
C
C
C
C
A
C
I
C
I
C
C
C
C
C
I
C
A
C
C
C
C
C
C
I
C
C
C
E
C
C
C
C
C
C
C
L
C
C
C
C
C
F
C
Q
C
C
C
C
C
C
C
C
C
C
Q
C
C
C
Q
L
I
C
M
C
C
C
C
B
C
C
C
C
C
C
B
C
I
I
I
C
I
C
